id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
396,2013,Jaipur,2013-05-16,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
397,2013,Mohali,2013-04-17,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
398,2013,Kolkata,2013-05-19,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
399,2013,Bangalore,2013-04-23,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,tie,0,Royal Challengers Bangalore,0,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
400,2014,Kolkata,2014-05-05,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
401,2014,Chennai,2014-03-08,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,runs,0,Chennai Super Kings,42,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
402,2014,Mohali,2014-03-27,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,53,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
403,2014,Hyderabad,2014-04-01,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Sunrisers Hyderabad,8,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
404,2014,Jaipur,2014-05-21,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,runs,0,Mumbai Indians,41,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
405,2014,Kolkata,2014-05-28,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
406,2014,Chennai,2014-03-16,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,wickets,0,Gujarat Titans,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
407,2014,Mohali,2014-03-07,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,runs,0,Punjab Kings,29,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
408,2014,Hyderabad,2014-05-05,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
409,2014,Jaipur,2014-05-04,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
410,2014,Kolkata,2014-03-19,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,runs,0,Delhi Capitals,44,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
411,2014,Chennai,2014-05-10,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,tie,0,Chennai Super Kings,0,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
412,2014,Mohali,2014-04-07,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,12,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
413,2014,Hyderabad,2014-03-12,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,46,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
414,2014,Jaipur,2014-03-15,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,runs,0,Mumbai Indians,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
415,2014,Kolkata,2014-05-08,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
416,2014,Chennai,2014-03-05,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
417,2014,Mohali,2014-05-10,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
418,2014,Hyderabad,2014-04-23,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
419,2014,Jaipur,2014-05-14,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,runs,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
420,2014,Kolkata,2014-03-27,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,runs,0,Kolkata Knight Riders,9,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
421,2014,Chennai,2014-04-21,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,8,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
422,2014,Mohali,2014-05-10,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,2,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
423,2014,Hyderabad,2014-03-10,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
424,2014,Jaipur,2014-03-01,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
425,2014,Kolkata,2014-05-01,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
426,2014,Chennai,2014-05-22,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
427,2014,Mohali,2014-04-23,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
428,2014,Hyderabad,2014-04-01,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,runs,0,Lucknow Super Giants,15,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
429,2014,Jaipur,2014-05-16,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
430,2014,Kolkata,2014-05-14,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,49,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
431,2014,Chennai,2014-03-21,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,runs,0,Chennai Super Kings,54,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
432,2014,Mohali,2014-05-18,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Punjab Kings,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
433,2014,Hyderabad,2014-04-06,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Sunrisers Hyderabad,19,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
434,2014,Jaipur,2014-05-18,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,runs,0,Mumbai Indians,13,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
435,2014,Kolkata,2014-05-13,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,wickets,0,Delhi Capitals,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
436,2014,Chennai,2014-04-04,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
437,2014,Mohali,2014-03-05,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
438,2014,Hyderabad,2014-05-22,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,21,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
439,2014,Jaipur,2014-05-22,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,wickets,0,Mumbai Indians,2,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
440,2014,Kolkata,2014-03-18,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
441,2014,Chennai,2014-05-14,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,26,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
442,2014,Mohali,2014-03-19,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
443,2014,Hyderabad,2014-05-04,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Sunrisers Hyderabad,62,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
444,2014,Jaipur,2014-04-28,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
445,2014,Kolkata,2014-03-07,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
446,2014,Chennai,2014-03-01,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,runs,0,Gujarat Titans,14,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
447,2014,Mohali,2014-05-06,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,runs,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
448,2014,Hyderabad,2014-03-09,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,runs,0,Lucknow Super Giants,14,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
449,2014,Jaipur,2014-04-01,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
450,2014,Kolkata,2014-05-15,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,wickets,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
451,2014,Chennai,2014-05-14,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
452,2014,Mohali,2014-05-03,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,4,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
453,2014,Hyderabad,2014-05-23,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
454,2014,Jaipur,2014-03-04,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
455,2014,Kolkata,2014-05-01,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
456,2014,Chennai,2014-04-19,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,43,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
457,2014,Mohali,2014-04-07,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
458,2014,Hyderabad,2014-05-04,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
459,2014,Jaipur,2014-05-10,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,21,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
460,2015,Jaipur,2015-05-19,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
461,2015,Bangalore,2015-05-28,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Royal Challengers Bangalore,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
462,2015,Mohali,2015-05-07,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
463,2015,Mumbai,2015-03-01,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,wickets,0,Delhi Capitals,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
464,2015,Ahmedabad,2015-04-23,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
465,2015,Jaipur,2015-03-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Rajasthan Royals,10,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
466,2015,Bangalore,2015-04-04,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
467,2015,Mohali,2015-04-13,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,26,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
468,2015,Mumbai,2015-04-16,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,wickets,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
469,2015,Ahmedabad,2015-04-25,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,11,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
470,2015,Jaipur,2015-04-26,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,10,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
471,2015,Bangalore,2015-04-19,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,11,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
472,2015,Mohali,2015-05-23,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,23,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
473,2015,Mumbai,2015-05-10,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
474,2015,Ahmedabad,2015-05-23,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,11,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
475,2015,Jaipur,2015-05-10,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
476,2015,Bangalore,2015-05-27,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
477,2015,Mohali,2015-05-16,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
478,2015,Mumbai,2015-04-20,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,runs,0,Delhi Capitals,33,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
479,2015,Ahmedabad,2015-03-04,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
480,2015,Jaipur,2015-04-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
481,2015,Bangalore,2015-03-18,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,2,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
482,2015,Mohali,2015-03-03,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,36,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
483,2015,Mumbai,2015-04-11,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,wickets,0,Delhi Capitals,10,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
484,2015,Ahmedabad,2015-03-21,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,13,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
485,2015,Jaipur,2015-05-01,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
486,2015,Bangalore,2015-04-04,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Royal Challengers Bangalore,53,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
487,2015,Mohali,2015-03-10,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,wickets,0,Sunrisers Hyderabad,7,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
488,2015,Mumbai,2015-03-04,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,runs,0,Delhi Capitals,30,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
489,2015,Ahmedabad,2015-03-03,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,12,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
490,2015,Jaipur,2015-05-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
491,2015,Bangalore,2015-05-11,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
492,2015,Mohali,2015-04-11,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,runs,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
493,2015,Mumbai,2015-04-06,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,31,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
494,2015,Ahmedabad,2015-03-28,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
495,2015,Jaipur,2015-03-23,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,2,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
496,2015,Bangalore,2015-04-24,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,16,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
497,2015,Mohali,2015-04-09,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
498,2015,Mumbai,2015-04-05,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,runs,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
499,2015,Ahmedabad,2015-04-21,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,runs,0,Chennai Super Kings,18,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
500,2015,Jaipur,2015-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,wickets,0,Kolkata Knight Riders,9,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
501,2015,Bangalore,2015-04-14,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
502,2015,Mohali,2015-05-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Punjab Kings,22,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
503,2015,Mumbai,2015-05-22,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,wickets,0,Mumbai Indians,8,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
504,2015,Ahmedabad,2015-05-27,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,runs,0,Gujarat Titans,16,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
505,2015,Jaipur,2015-03-21,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Rajasthan Royals,1,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
506,2015,Bangalore,2015-05-16,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,12,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
507,2015,Mohali,2015-05-18,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,runs,0,Punjab Kings,21,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
508,2015,Mumbai,2015-03-28,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,tie,0,Mumbai Indians,0,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
509,2015,Ahmedabad,2015-04-16,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
510,2015,Jaipur,2015-04-23,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
511,2015,Bangalore,2015-03-12,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
512,2015,Mohali,2015-03-01,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
513,2015,Mumbai,2015-04-27,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
514,2015,Ahmedabad,2015-03-13,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,runs,0,Gujarat Titans,42,N,,Umpire A,Umpire B,"Narendra Modi Stadium, Ahmedabad"
515,2015,Jaipur,2015-03-16,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,runs,0,Kolkata Knight Riders,37,N,,Umpire A,Umpire B,"Sawai Mansingh Stadium, Jaipur"
516,2015,Bangalore,2015-05-09,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,8,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
517,2015,Mohali,2015-04-12,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
